E ID,date,description,amount,category
480,06/29/2012,"Shell",57.00,transportation
481,06/09/2012,"Texaco",55.00,transportation
482,06/01/2012,"Royal Farms",43.00,transportation
483,06/06/2012,"Home Depot",126.00,home
484,06/15/2012,"walgreens",143.00,home
485,06/17/2012,"Office Depot",358.00,home
486,06/25/2012,"hhgregg",460.00,home
487,06/23/2012,"American Eagle",172.00,shopping
488,06/18/2012,"Nordstrom",133.00,shopping
489,06/20/2012,"Kohl's",34.00,shopping
490,06/30/2012,"LongHorn Steakhouse",22.00,restaurants
491,06/02/2012,"Krystal",6.00,restaurants
492,07/14/2012,"76",43.00,transportation
493,07/23/2012,"Bloomingdale's",46.00,shopping
1348,07/07/2012,"Chicken Express",44.00,restaurants
494,08/31/2012,"Pro's Ranch Market",91.00,grocery
495,08/20/2012,"joseph-beth booksellers",13.00,entertainment
496,08/28/2012,"ACE",182.00,home
497,08/02/2012,"Walmart",362.00,home
498,08/19/2012,"Office Depot",239.00,home
499,08/08/2012,"Radioshack",144.00,home
500,08/15/2012,"Elder-Beerman",177.00,shopping
502,08/19/2012,"Lord & Taylor",148.00,shopping
503,08/17/2012,"Chicken Express",49.00,restaurants
504,08/29/2012,"Wendy's",15.00,restaurants
505,08/11/2012,"Fatburger",11.00,restaurants
506,08/09/2012,"Culver's",43.00,restaurants
1358,08/11/2012,"Pilot",77.00,transportation
507,09/21/2012,"Delta",39.00,transportation
508,09/11/2012,"Greyhound",60.00,transportation
509,09/14/2012,"Love's",60.00,transportation
510,09/08/2012,"Murphy USA",66.00,transportation
511,09/07/2012,"Speedway",43.00,transportation
513,09/22/2012,"Bergner's",165.00,shopping
514,09/04/2012,"utility",200.00,utilities
515,09/13/2012,"Godfather's Pizza",35.00,restaurants
516,09/23/2012,"Howard Johnson's",36.00,restaurants
517,09/29/2012,"Cold Stone Creamery",24.00,restaurants
518,09/27/2012,"Hooters",18.00,restaurants
520,09/22/2012,"Ruth's Chris Steak House",36.00,restaurants
943,09/23/2012,"home",485.00,home
522,10/08/2012,"PriceRite",45.00,grocery
523,10/14/2012,"Woodman's Food Market",148.00,grocery
524,10/25/2012,"Love's",50.00,transportation
525,10/12/2012,"JetBlue",37.00,transportation
526,10/29/2012,"Nordstrom Rack",116.00,shopping
527,10/10/2012,"Att.com",159.00,utilities
528,10/13/2012,"Mazzio's Italian Eatery",10.00,restaurants
529,10/10/2012,"Johnny Rockets",43.00,restaurants
530,10/16/2012,"Cheddar's Casual Café",50.00,restaurants
531,10/17/2012,"Lee Roy Selmon's",47.00,restaurants
532,10/11/2012,"Portillo's Restaurants",18.00,restaurants
533,10/07/2012,"Chick Fil A",46.00,restaurants
534,10/13/2012,"Taco Bell",35.00,restaurants
967,10/19/2012,"Boston Store",184.00,shopping
1392,10/17/2012,"Bergdorf Goodman",104.00,shopping
536,11/20/2012,"Minyard's",183.00,grocery
537,11/07/2012,"QuickChek",48.00,transportation
538,11/11/2012,"Shell",65.00,transportation
539,11/05/2012,"Kroger brand gasoline",58.00,transportation
540,11/15/2012,"Gulf",65.00,transportation
541,11/19/2012,"gamestop",17.00,entertainment
542,11/23/2012,"family christian stores",24.00,entertainment
543,11/04/2012,"lifeway christian resources",19.00,entertainment
544,11/26/2012,"Barneys New York",110.00,shopping
545,11/20/2012,"Quiznos",14.00,restaurants
548,11/07/2012,"Houston's Restaurant",29.00,restaurants
549,11/01/2012,"Marie Callender's",21.00,restaurants
550,11/06/2012,"Papa John's Pizza",8.00,restaurants
551,11/05/2012,"Johnny Rockets",49.00,restaurants
552,11/29/2012,"Coco's Bakery",39.00,restaurants
553,11/08/2012,"El Chico",6.00,restaurants
554,12/01/2012,"gas",58.00,transportation
555,12/15/2012,"gas",36.00,transportation
556,12/27/2012,"subway",94.00,transportation
557,12/29/2012,"train",35.00,transportation
558,12/15/2012,"Sheetz",35.00,transportation
559,12/29/2012,"gas",74.00,transportation
560,12/24/2012,"gas",63.00,transportation
561,12/07/2012,"Southwest",63.00,transportation
562,12/04/2012,"barns and noble",19.00,entertainment
563,12/28/2012,"Att.com",276.00,utilities
1425,12/10/2012,"walgreens",109.00,home
564,01/06/2013,"Marsh",121.00,grocery
565,01/20/2013,"Royal Ahold",21.00,grocery
566,01/10/2013,"Aldi",130.00,grocery
567,01/29/2013,"JetBlue",49.00,transportation
568,01/07/2013,"Shell",34.00,transportation
569,01/25/2013,"bus",89.00,transportation
570,01/25/2013,"Lukoil",51.00,transportation
571,01/31/2013,"Phillips 66",83.00,transportation
572,01/31/2013,"deseret book",25.00,entertainment
573,01/23/2013,"dvds",23.00,entertainment
574,01/18/2013,"hudson news",15.00,entertainment
575,01/11/2013,"Home Depot",486.00,home
576,01/18/2013,"Costco",339.00,home
577,01/22/2013,"Neiman Marcus",158.00,shopping
578,01/14/2013,"metropcs",104.00,utilities
579,01/25/2013,"bill",198.00,utilities
581,01/25/2013,"Taco Bell",12.00,restaurants
582,01/10/2013,"Black-eyed Pea",30.00,restaurants
583,01/30/2013,"Golden Corral",15.00,restaurants
584,01/17/2013,"Burger King",29.00,restaurants
585,01/02/2013,"Naugles",31.00,restaurants
586,01/24/2013,"CiCi's Pizza",41.00,restaurants
587,01/25/2013,"Stir Crazy",22.00,restaurants
588,01/15/2013,"Milo's Hamburgers",9.00,restaurants
589,01/01/2013,"Ruth's Chris Steak House",28.00,restaurants
1444,01/30/2013,"bestbuy",172.00,home
590,02/09/2013,"WinCo Foods",182.00,grocery
591,02/16/2013,"Home Depot",54.00,home
592,02/25/2013,"Costco",289.00,home
593,02/07/2013,"Rite aid",246.00,home
594,02/15/2013,"Neiman Marcus",185.00,shopping
595,02/16/2013,"Von Maur",87.00,shopping
596,02/18/2013,"utilities",228.00,utilities
597,02/10/2013,"Comcast",192.00,utilities
598,02/27/2013,"Swensen's",21.00,restaurants
599,02/27/2013,"Jim's Restaurants",23.00,restaurants
1042,02/03/2013,"Chipotle Mexican Grill",28.00,restaurants
1462,02/22/2013,"Buca di Beppo",28.00,restaurants
600,03/11/2013,"Rosauers",51.00,grocery
601,03/17/2013,"American Airlines",78.00,transportation
603,03/13/2013,"Greyhound",99.00,transportation
604,03/13/2013,"ARCO",96.00,transportation
606,03/02/2013,"Citgo",98.00,transportation
607,03/30/2013,"Greyhound",29.00,transportation
608,03/25/2013,"Cumberland Farms",70.00,transportation
609,03/10/2013,"hudson news",25.00,entertainment
610,03/28/2013,"barns and noble",24.00,entertainment
611,03/24/2013,"walgreens",73.00,home
612,03/22/2013,"American Eagle",23.00,shopping
613,03/08/2013,"Off 5th Saks Fifth Avenue Outlet",96.00,shopping
614,03/04/2013,"Neiman Marcus",62.00,shopping
615,03/15/2013,"Amazon.com",27.00,shopping
616,03/10/2013,"Georgia Power",208.00,utilities
617,03/19/2013,"Sprint",259.00,utilities
618,03/08/2013,"GA Tech",4466.00,special
619,03/16/2013,"Mazzio's Italian Eatery",28.00,restaurants
620,03/21/2013,"Jimmy John's",7.00,restaurants
621,03/07/2013,"Steak 'n Shake",43.00,restaurants
622,03/27/2013,"Claim Jumper",40.00,restaurants
623,03/05/2013,"CiCi's Pizza",9.00,restaurants
624,03/22/2013,"Long John Silver's",29.00,restaurants
625,04/26/2013,"Great Valu",46.00,grocery
626,04/13/2013,"BP",64.00,transportation
627,04/22/2013,"Travelcenters of America",83.00,transportation
629,04/13/2013,"7-Eleven brand gasoline",86.00,transportation
630,04/28/2013,"train",57.00,transportation
631,04/11/2013,"Murphy USA",64.00,transportation
632,04/15/2013,"Regal",13.00,entertainment
633,04/26/2013,"lifeway christian resources",14.00,entertainment
634,04/07/2013,"UPS",155.00,home
635,04/27/2013,"Younkers",181.00,shopping
636,04/24/2013,"Younkers",58.00,shopping
637,04/06/2013,"Boscov's",169.00,shopping
639,04/27/2013,"Raising Cane's Chicken Fingers",23.00,restaurants
640,04/18/2013,"Olive Garden",35.00,restaurants
1074,04/15/2013,"Belk",128.00,shopping
1084,04/16/2013,"Atlanta Bread Company",25.00,restaurants
642,05/14/2013,"Fresh and Easy",192.00,grocery
643,05/30/2013,"Sullivan's Foods",64.00,grocery
644,05/31/2013,"Cumberland Farms",67.00,transportation
646,05/04/2013,"Herberger's",194.00,shopping
647,05/09/2013,"Nordstrom",190.00,shopping
648,05/11/2013,"Tmobile",286.00,utilities
650,05/23/2013,"Taco Time",16.00,restaurants
651,05/29/2013,"Friendly's",21.00,restaurants
652,05/11/2013,"Panera Bread",48.00,restaurants
653,05/25/2013,"Subway",20.00,restaurants
654,05/01/2013,"P. F. Chang's China Bistro",37.00,restaurants
655,05/31/2013,"Milo's Hamburgers",21.00,restaurants
656,05/21/2013,"Sticky Fingers",21.00,restaurants
657,05/16/2013,"Romano's Macaroni Grill",48.00,restaurants
658,05/12/2013,"Johnny Rockets",16.00,restaurants
1106,05/27/2013,"Runza",26.00,restaurants
1506,05/13/2013,"Kirkland's",213.00,home
659,06/29/2013,"Gerland's Food Fair",169.00,grocery
660,06/19/2013,"Winn-Dixie",114.00,grocery
661,06/21/2013,"Amtrak",46.00,transportation
663,06/01/2013,"Gulf",41.00,transportation
664,06/05/2013,"Cumberland Farms",39.00,transportation
665,06/25/2013,"ferry",50.00,transportation
667,06/12/2013,"Carnival",72.00,transportation
668,06/21/2013,"QuikTrip",68.00,transportation
669,06/12/2013,"game",17.00,entertainment
670,06/09/2013,"Walmart",251.00,home
671,06/06/2013,"Lord & Taylor",151.00,shopping
672,06/25/2013,"Saks Fifth Avenue",196.00,shopping
673,06/13/2013,"Flint Energies",110.00,utilities
674,06/19/2013,"Sonic Drive-In",9.00,restaurants
675,06/21/2013,"Sbarro",46.00,restaurants
676,06/24/2013,"dining",23.00,restaurants
677,06/24/2013,"Schlotzsky's",24.00,restaurants
678,06/09/2013,"IHOP",12.00,restaurants
679,06/14/2013,"Swensons",36.00,restaurants
680,06/20/2013,"Sonic Drive-In",15.00,restaurants
681,06/20/2013,"L&L Hawaiian Barbecue",37.00,restaurants
1521,06/12/2013,"game",21.00,entertainment
682,07/22/2013,"Murphy's Marketplace",149.00,grocery
683,07/23/2013,"Meijer",26.00,grocery
685,07/03/2013,"Citgo",39.00,transportation
686,07/20/2013,"Murphy USA",91.00,transportation
687,07/23/2013,"Hess",43.00,transportation
688,07/01/2013,"Conoco",43.00,transportation
689,07/19/2013,"Costco",362.00,home
690,07/15/2013,"Boston Store",200.00,shopping
691,07/06/2013,"Barneys New York",78.00,shopping
692,07/13/2013,"Neiman Marcus",141.00,shopping
693,07/01/2013,"Nordstrom Rack",90.00,shopping
694,07/14/2013,"Rax",7.00,restaurants
695,07/26/2013,"Ruby Tuesday",24.00,restaurants
696,07/10/2013,"Rock Bottom",19.00,restaurants
697,07/22/2013,"Quaker Steak & Lube",5.00,restaurants
698,07/30/2013,"Carvel Ice Cream",36.00,restaurants
699,07/30/2013,"Del Taco",39.00,restaurants
700,07/12/2013,"Coco's Bakery",21.00,restaurants
701,07/29/2013,"Rainforest Cafe",6.00,restaurants
702,07/30/2013,"Luby's",9.00,restaurants
1145,07/27/2013,"Burger Street",20.00,restaurants
704,08/02/2013,"Greyhound",24.00,transportation
705,08/28/2013,"Carnival",59.00,transportation
706,08/02/2013,"Mobil",62.00,transportation
707,08/28/2013,"game",7.00,entertainment
708,08/27/2013,"Hulu",21.00,entertainment
709,08/17/2013,"Kohl's",67.00,shopping
710,08/03/2013,"bill",147.00,utilities
711,08/14/2013,"Alabama Power",298.00,utilities
1564,08/13/2013,"Swensen's",47.00,restaurants
712,09/30/2013,"Getty",64.00,transportation
713,09/11/2013,"Greyhound",33.00,transportation
714,09/10/2013,"Pilot",83.00,transportation
715,09/07/2013,"cinema",27.00,entertainment
716,09/29/2013,"Ikea",187.00,home
717,09/04/2013,"Lowes",191.00,home
718,09/15/2013,"Home Depot",132.00,home
719,09/01/2013,"GAP",33.00,shopping
720,09/20/2013,"Aeropostale",139.00,shopping
721,09/05/2013,"Younkers",29.00,shopping
722,09/25/2013,"Elder-Beerman",190.00,shopping
723,09/07/2013,"Bergner's",36.00,shopping
724,09/01/2013,"DirectTV",70.00,utilities
725,09/02/2013,"Black-eyed Pea",9.00,restaurants
1580,09/05/2013,"CVS",81.00,home
728,10/08/2013,"barns & noble",6.00,entertainment
729,10/13/2013,"Kirkland's",498.00,home
730,10/01/2013,"Office Depot",153.00,home
731,10/09/2013,"Staples",422.00,home
732,10/06/2013,"Neiman Marcus",104.00,shopping
733,10/12/2013,""	"",37.00,restaurants
734,10/02/2013,"El Pollo Loco",39.00,restaurants
735,10/04/2013,"Seattle's Best Coffee",32.00,restaurants
736,10/17/2013,"Gatti's Pizza",47.00,restaurants
737,10/07/2013,"L&L Hawaiian Barbecue",18.00,restaurants
738,11/24/2013,"CAM Asian Market",195.00,grocery
739,11/01/2013,"gas",46.00,transportation
740,11/10/2013,"7-Eleven brand gasoline",86.00,transportation
741,11/28/2013,"Murphy USA",89.00,transportation
742,11/26/2013,"Amtrak",54.00,transportation
743,11/13/2013,"JetBlue",75.00,transportation
744,11/02/2013,"Amoco",38.00,transportation
745,11/15/2013,"barns and noble",5.00,entertainment
746,11/09/2013,"tree of life christian outlet",24.00,entertainment
747,11/11/2013,"books",18.00,entertainment
748,11/16/2013,"Costco",238.00,home
749,11/10/2013,"Alabama Power",291.00,utilities
1191,11/02/2013,"train",99.00,transportation
1613,11/20/2013,"Tennesse Valley Authority",255.00,utilities
752,12/14/2013,"SuperTarget",130.00,grocery
753,12/25/2013,"Amtrak",86.00,transportation
755,12/10/2013,"Greyhound",75.00,transportation
756,12/30/2013,"Wawa",34.00,transportation
757,12/23/2013,"Lukoil",84.00,transportation
758,12/16/2013,"Sunoco",39.00,transportation
759,12/24/2013,"Love's",40.00,transportation
760,12/03/2013,"Valero",71.00,transportation
761,12/20/2013,"book off usa",11.00,entertainment
762,12/02/2013,"GAP",38.00,shopping
764,12/03/2013,"Herberger's",110.00,shopping
765,12/06/2013,"Ebaybv",175.00,shopping
766,12/25/2013,"utilities",196.00,utilities
767,12/22/2013,"Carino's Italian Grill",15.00,restaurants
768,12/30/2013,"White Castle",8.00,restaurants
769,12/20/2013,"Moe's Southwest Grill",34.00,restaurants
770,12/29/2013,"Spangles (restaurant)",20.00,restaurants
771,12/04/2013,"Whataburger",46.00,restaurants
772,12/16/2013,"Arby's",48.00,restaurants
773,12/03/2013,"Fleming's Prime Steakhouse & Wine Bar",37.00,restaurants
774,12/19/2013,"California Tortilla",16.00,restaurants
775,12/06/2013,"O'Charley's",9.00,restaurants
1619,12/09/2013,"DirectTV",69.00,utilities
776,01/26/2012,"Hubbell and Hudson",150.00,grocery
777,01/02/2012,"H-Mart",174.00,grocery
778,01/02/2012,"NSA Supernn,mnmarkets",120.00,grocery
779,01/06/2012,"QuikTrip",81.00,transportation
780,01/19/2012,"Royal Farms",63.00,transportation
781,01/31/2012,"Shell",34.00,transportation
782,01/11/2012,"Love's",97.00,transportation
783,01/02/2012,"Hess",81.00,transportation
785,01/15/2012,"Greyhound",25.00,transportation
786,01/27/2012,"Marathon Oil",70.00,transportation
787,01/23/2012,"Cinemark",7.00,entertainment
788,01/29/2012,"Costco",110.00,home
789,01/13/2012,"hhgregg",82.00,home
790,01/04/2012,"Home Depot",376.00,home
791,01/11/2012,"bestbuy",93.00,home
792,01/25/2012,"Ebaybv",183.00,shopping
794,01/31/2012,"Lord & Taylor",25.00,shopping
795,01/05/2012,"Parisian (Bon-Ton)",116.00,shopping
796,01/08/2012,"Dish Network",283.00,utilities
797,02/22/2012,"Cumberland Farms",34.00,transportation
798,02/11/2012,"home",212.00,home
799,02/10/2012,"Best Buy",32.00,home
800,02/07/2012,"Home Depot",215.00,home
801,02/26/2012,"Aeropostale",86.00,shopping
802,02/20/2012,"Belk",139.00,shopping
803,02/17/2012,"Georgia Power",78.00,utilities
804,02/08/2012,"utility",246.00,utilities
805,02/27/2012,"Fresh Choice",43.00,restaurants
807,02/20/2012,"Saladworks",16.00,restaurants
808,02/20/2012,"Qdoba Mexican Grill",42.00,restaurants
809,02/18/2012,"Portillo's Restaurants",46.00,restaurants
810,02/04/2012,"LongHorn Steakhouse",46.00,restaurants
811,02/02/2012,"Portillo's Restaurants",49.00,restaurants
812,03/21/2012,"Market Basket",168.00,grocery
813,03/16/2012,"BP",33.00,transportation
814,03/06/2012,"joseph-beth booksellers",6.00,entertainment
815,03/26/2012,"Regal",28.00,entertainment
816,03/16/2012,"Nordstrom",123.00,shopping
819,03/29/2012,"Nordstrom",28.00,shopping
820,03/19/2012,"Nordstrom",37.00,shopping
821,03/16/2012,"Lyon's",37.00,restaurants
822,03/20/2012,"Dairy Queen",12.00,restaurants
823,03/18/2012,"Old Country Buffet",29.00,restaurants
824,03/27/2012,"Fresh Choice",20.00,restaurants
825,03/14/2012,"Bertucci's",47.00,restaurants
826,03/24/2012,"Joe's Crab Shack",17.00,restaurants
827,03/12/2012,"Marie Callender's",18.00,restaurants
828,03/22/2012,"A&W Restaurants",5.00,restaurants
829,03/07/2012,"Tilted Kilt",27.00,restaurants
1274,03/22/2012,"UPS",491.00,home
830,04/06/2012,"Associated Supermarkets",64.00,grocery
831,04/14/2012,"Lunds",197.00,grocery
832,04/02/2012,"7-Eleven brand gasoline",71.00,transportation
833,04/07/2012,"Airport",72.00,transportation
834,04/10/2012,"cinema",20.00,entertainment
835,04/18/2012,"follett's",25.00,entertainment
836,04/10/2012,"gamestop",9.00,entertainment
837,04/16/2012,"bestbuy",433.00,home
838,04/02/2012,"Lord & Taylor",62.00,shopping
839,04/03/2012,"Boston Store",115.00,shopping
840,04/10/2012,"Bergner's",89.00,shopping
841,04/25/2012,"American Eagle",77.00,shopping
842,04/27/2012,"Flint Energies",156.00,utilities
843,04/25/2012,"metropcs",197.00,utilities
844,04/03/2012,"El Chico",20.00,restaurants
845,04/13/2012,"Checkers",16.00,restaurants
846,04/18/2012,"Perkins Restaurant and Bakery",46.00,restaurants
847,04/16/2012,"Mrs. Fields",48.00,restaurants
848,04/26/2012,"The Melting Pot",22.00,restaurants
849,04/08/2012,"Little Caesars",16.00,restaurants
851,04/06/2012,"Panda Express",45.00,restaurants
852,05/26/2012,"FreshDirect",197.00,grocery
853,05/08/2012,"QuickChek",41.00,transportation
854,05/19/2012,"Love's",42.00,transportation
856,05/27/2012,"American Airlines",21.00,transportation
857,05/09/2012,"BP",64.00,transportation
858,05/06/2012,"Hess",24.00,transportation
859,05/08/2012,"subway",29.00,transportation
860,05/06/2012,"lifeway christian resources",19.00,entertainment
861,05/11/2012,"half price books",7.00,entertainment
862,05/03/2012,"CVS",59.00,home
863,05/12/2012,"Office Depot",445.00,home
864,05/11/2012,"JCPenney",51.00,shopping
865,05/18/2012,"The Bon-Ton",60.00,shopping
866,05/14/2012,"Barneys New York",127.00,shopping
867,05/22/2012,"Comcast",108.00,utilities
868,05/26/2012,"Southern Company",107.00,utilities
869,05/26/2012,"bistro",15.00,restaurants
870,05/28/2012,"Shoney's",29.00,restaurants
871,05/23/2012,"Benihana",41.00,restaurants
872,05/18/2012,"Damon's Grill",46.00,restaurants
873,05/03/2012,"FATZ",22.00,restaurants
874,05/02/2012,"CiCi's Pizza",23.00,restaurants
875,06/21/2012,"Shell",90.00,transportation
876,06/12/2012,"Carnival",48.00,transportation
877,06/14/2012,"Pilot",80.00,transportation
878,06/07/2012,"Conoco",49.00,transportation
879,06/29/2012,"Love's",64.00,transportation
880,06/14/2012,"Chevron",63.00,transportation
881,06/25/2012,"Hess",99.00,transportation
882,06/02/2012,"book off usa",14.00,entertainment
883,06/16/2012,"barns and noble",17.00,entertainment
884,06/12/2012,"6pm",90.00,home
885,06/07/2012,"walgreens",317.00,home
887,06/23/2012,"UPS",370.00,home
888,06/24/2012,"Hollister",125.00,shopping
889,06/25/2012,"Nordstrom",110.00,shopping
890,06/19/2012,"Younkers",43.00,shopping
892,06/18/2012,"Arby's",34.00,restaurants
893,06/29/2012,"Jersey Mike's Subs",17.00,restaurants
894,06/13/2012,"Charlie Brown's Steakhouse",13.00,restaurants
895,06/08/2012,"Shane's Rib Shack",5.00,restaurants
896,06/07/2012,"LongHorn Steakhouse",23.00,restaurants
897,06/06/2012,"Robeks",24.00,restaurants
898,06/28/2012,"Sneaky Pete's",16.00,restaurants
899,06/30/2012,"Panda Express",26.00,restaurants
900,07/23/2012,"David's Supermarkets",128.00,grocery
901,07/18/2012,"QuikTrip",48.00,transportation
902,07/02/2012,"Cumberland Farms",30.00,transportation
903,07/23/2012,"QuickChek",21.00,transportation
904,07/07/2012,"Getty",25.00,transportation
905,07/24/2012,"Flying J",88.00,transportation
906,07/29/2012,"Conoco",37.00,transportation
907,07/26/2012,"shakespeare and company",27.00,entertainment
908,07/03/2012,"printsasia",9.00,entertainment
909,07/31/2012,"ACE",78.00,home
910,07/24/2012,"Office Depot",415.00,home
911,07/23/2012,"Home Depot",251.00,home
912,07/23/2012,"Younkers",29.00,shopping
913,07/01/2012,"metropcs",103.00,utilities
914,07/23/2012,"Little Caesars",37.00,restaurants
915,07/13/2012,"Taco Bell",10.00,restaurants
916,07/02/2012,"On the Border Mexican Grill & Cantina",29.00,restaurants
917,07/28/2012,"Showmars",32.00,restaurants
918,07/11/2012,"Saladworks",47.00,restaurants
919,08/24/2012,"Arteagas Food Center",130.00,grocery
920,08/08/2012,"FoodFair",47.00,grocery
921,08/08/2012,"Hess",32.00,transportation
922,08/12/2012,"BP",82.00,transportation
923,08/20/2012,"Chevron",28.00,transportation
924,08/11/2012,"schuler books & music",29.00,entertainment
925,08/10/2012,"Costco",131.00,home
926,08/30/2012,"Staples",485.00,home
927,08/12/2012,"Macy's",189.00,shopping
928,08/19/2012,"Amazon",38.00,shopping
929,08/13/2012,"Carson Pirie Scott",81.00,shopping
930,08/26/2012,"Boston Store",32.00,shopping
931,08/03/2012,"Last Call Neiman Marcus",185.00,shopping
932,08/27/2012,"Dish Network",179.00,utilities
933,08/17/2012,"Sprint",66.00,utilities
934,08/02/2012,"Seattle's Best Coffee",35.00,restaurants
935,08/24/2012,"RA Sushi",36.00,restaurants
936,08/15/2012,"Panda Express",28.00,restaurants
937,08/19/2012,"Smokey Bones",30.00,restaurants
1368,08/31/2012,"AT&T",161.00,utilities
938,09/20/2012,"Victory Supermarkets",162.00,grocery
939,09/10/2012,"train",82.00,transportation
940,09/04/2012,"Getty",31.00,transportation
941,09/26/2012,"ARCO",26.00,transportation
942,09/08/2012,"Hess",27.00,transportation
944,09/29/2012,"Target",66.00,home
945,09/01/2012,"Kirkland's",47.00,home
946,09/28/2012,"Amazon.com",142.00,shopping
947,09/03/2012,"Ebaybv",70.00,shopping
948,09/15/2012,"The Bon-Ton",45.00,shopping
949,09/06/2012,"Macy's",42.00,shopping
950,09/07/2012,"Boston Store",50.00,shopping
951,09/08/2012,"Southern Company",107.00,utilities
952,09/21/2012,"Wendy's",11.00,restaurants
954,09/22/2012,"Stir Crazy",6.00,restaurants
955,09/09/2012,"Tony Roma's",29.00,restaurants
956,09/09/2012,"Milo's Hamburgers",25.00,restaurants
957,09/22/2012,"Dunkin' Donuts",12.00,restaurants
958,10/24/2012,"Andronico's",145.00,grocery
959,10/14/2012,"Affiliated Foods Midwest",132.00,grocery
960,10/29/2012,"Martin's Food Markets",48.00,grocery
961,10/08/2012,"Chevron",54.00,transportation
962,10/09/2012,"gas",36.00,transportation
963,10/03/2012,"train",29.00,transportation
964,10/24/2012,"76",87.00,transportation
965,10/21/2012,"subway",69.00,transportation
966,10/05/2012,"Flying J",56.00,transportation
969,10/10/2012,"Bergner's",145.00,shopping
970,10/12/2012,"Joe's Crab Shack",10.00,restaurants
971,10/26/2012,"Pizza Ranch",7.00,restaurants
972,10/17/2012,"Chevys Fresh Mex",11.00,restaurants
973,10/26/2012,"Sneaky Pete's",21.00,restaurants
974,10/14/2012,"Big Boy",17.00,restaurants
975,10/30/2012,"Church's",13.00,restaurants
1394,10/10/2012,"AT&T",276.00,utilities
976,11/12/2012,"Amoco",33.00,transportation
977,11/08/2012,"Lukoil",96.00,transportation
978,11/27/2012,"Sunoco",32.00,transportation
979,11/16/2012,"Lukoil",95.00,transportation
980,11/14/2012,"Hess",99.00,transportation
981,11/24/2012,"Kroger brand gasoline",53.00,transportation
983,11/27/2012,"Boston Store",96.00,shopping
984,11/26/2012,"Sears",167.00,shopping
985,11/25/2012,"The Bon-Ton",193.00,shopping
986,11/10/2012,"Belk",172.00,shopping
987,11/09/2012,"Camille's Sidewalk Cafe",35.00,restaurants
988,11/07/2012,"O'Charley's",47.00,restaurants
989,11/15/2012,"Chi-Chi's",15.00,restaurants
990,11/24/2012,"Bahama Breeze",7.00,restaurants
991,11/03/2012,"McDonald's",27.00,restaurants
992,11/14/2012,"Panda Express",39.00,restaurants
993,11/01/2012,"Texas Roadhouse",41.00,restaurants
994,12/13/2012,"train",45.00,transportation
995,12/15/2012,"movies",11.00,entertainment
996,12/26/2012,"dvds",27.00,entertainment
997,12/01/2012,"Lord & Taylor",152.00,shopping
998,12/24/2012,"Flint Energies",120.00,utilities
999,12/04/2012,"Cheesecake Factory",13.00,restaurants
1000,12/07/2012,"The Original Pancake House",18.00,restaurants
1001,12/11/2012,"Swensen's",25.00,restaurants
1003,12/03/2012,"Fresh Choice",16.00,restaurants
1004,12/26/2012,"Long John Silver's",41.00,restaurants
1005,12/15/2012,"Applebee's",24.00,restaurants
1006,12/25/2012,"Dairy Queen",38.00,restaurants
1009,01/19/2013,"Lion Food",41.00,grocery
1010,01/14/2013,"New Deal Market",26.00,grocery
1011,01/26/2013,"Delta",88.00,transportation
1012,01/30/2013,"QuikTrip",33.00,transportation
1013,01/10/2013,"Chevron",20.00,transportation
1014,01/13/2013,"books a million",18.00,entertainment
1015,01/22/2013,"strand book store",11.00,entertainment
1016,01/07/2013,"hastings entertainment",30.00,entertainment
1017,01/01/2013,"Parisian (Bon-Ton)",128.00,shopping
1018,01/02/2013,"Nordstrom Rack",42.00,shopping
1019,01/03/2013,"AT&T",101.00,utilities
1021,01/05/2013,"EatZi's",35.00,restaurants
1022,01/26/2013,"Chi-Chi's",27.00,restaurants
1023,01/11/2013,"Blimpie",23.00,restaurants
1024,01/02/2013,"Seasons 52",9.00,restaurants
1025,01/21/2013,"Red Lobster",15.00,restaurants
1026,01/05/2013,"Landry's Restaurants",35.00,restaurants
1027,02/22/2013,"Roundy's",119.00,grocery
1028,02/25/2013,"Nijiya Market",54.00,grocery
1029,02/06/2013,"Airport",61.00,transportation
1030,02/26/2013,"Hulu",20.00,entertainment
1031,02/17/2013,"Ikea",342.00,home
1034,02/06/2013,"GAP",183.00,shopping
1035,02/02/2013,"bill",266.00,utilities
1036,02/05/2013,"FATZ",25.00,restaurants
1037,02/25/2013,"HuHot Mongolian Grill",9.00,restaurants
1038,02/11/2013,"Krystal",10.00,restaurants
1039,02/16/2013,"Chuck-A-Rama",35.00,restaurants
1040,02/04/2013,"bakery",24.00,restaurants
1041,02/27/2013,"Eegee's",26.00,restaurants
1043,02/12/2013,"Mrs. Fields",12.00,restaurants
1044,02/19/2013,"Country Buffet",8.00,restaurants
1045,03/07/2013,"Fiesta Mart",144.00,grocery
1046,03/17/2013,"Marathon Oil",60.00,transportation
1048,03/04/2013,"Wawa",95.00,transportation
1049,03/16/2013,"Exxon",58.00,transportation
1050,03/28/2013,"lifeway christian resources",23.00,entertainment
1051,03/03/2013,"schuler books & music",13.00,entertainment
1052,03/09/2013,"Target",411.00,home
1053,03/31/2013,"UPS",375.00,home
1054,03/17/2013,"Newegg",98.00,home
1055,03/02/2013,"home",378.00,home
1056,03/07/2013,"Ebaybv",162.00,shopping
1057,03/29/2013,"Last Call Neiman Marcus",78.00,shopping
1059,03/04/2013,"Dish Network",271.00,utilities
